index,url,valid,domain,title,description,image,published,archive,content,quote,language,term,topic,feed,country,ipcc,continent
https://www.globenewswire.com/news-release/2025/01/01/3003231/0/en/Global-Antifog-Packaging-Films-Market-Set-to-Reach-USD-1-970-7-Million-by-2035-Driven-by-Robust-Demand-from-Food-and-Beverage-Industry-Future-Market-Insights-Inc.html,https://www.globenewswire.com/news-release/2025/01/01/3003231/0/en/Global-Antifog-Packaging-Films-Market-Set-to-Reach-USD-1-970-7-Million-by-2035-Driven-by-Robust-Demand-from-Food-and-Beverage-Industry-Future-Market-Insights-Inc.html,0,www.globenewswire.com,"Global Antifog Packaging Films Market Set to Reach USD 1,970.7 Million by 2035, Driven by Robust Demand from Food and Beverage Industry | Future Market Insights, Inc.","China antifog packaging films market is expected to grow at a CAGR of 6% by 2035, South Asia & Pacific Antifog Packaging Films Market is set to record a CAGR of 6.0% in assessment period. China antifog packaging films market is expected to grow at a CAGR of 6…",https://ml.globenewswire.com/Resource/Download/915d2f9c-7dc6-40c7-995c-2ba168208baa,2025-01-01T01:30:00Z,,"NEWARK, Del, Dec. 31, 2024 (GLOBE NEWSWIRE) -- The global antifog packaging films market is projected to experience remarkable growth over the next decade, with its market size anticipated to grow fr… [+18185 chars]",,en,Fog China,Fog,wmo,China,EAS,Asia
https://timesofindia.indiatimes.com/india/north-india-shivers-on-new-years-day-as-mercury-drops/articleshow/116847489.cms,https://timesofindia.indiatimes.com/india/north-india-shivers-on-new-years-day-as-mercury-drops/articleshow/116847489.cms,0,timesofindia.indiatimes.com,North India shivers on New Year's day as mercury drops,"North India is reeling under cold weather with temperatures plummeting across several states. Delhi recorded a minimum temperature of 7 degrees Celsius on Wednesday, with a thin layer of fog enveloping parts of the national capital. On Tuesday, Delhi recorded…","https://static.toiimg.com/thumb/msid-116847784,width-1070,height-580,imgsize-19624,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2025-01-01T05:28:06Z,https://web.archive.org/web/20250101054853/https://timesofindia.indiatimes.com/india/north-india-shivers-on-new-years-day-as-mercury-drops/articleshow/116847489.cms,How to make spicy Chicken Seek Kebabs at home,,en,Fog India,Fog,wmo,India,SAS,Asia
https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/triptii-dimri-craves-for-clear-sky-this-new-year/articleshow/116847903.cms,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/triptii-dimri-craves-for-clear-sky-this-new-year/articleshow/116847903.cms,0,timesofindia.indiatimes.com,Triptii Dimri craves for clear sky this New Year,"Actress Triptii Dimri is celebrating New Year 2025 in Finland, posting about her scenic winter getaway on Instagram. She shared pictures and videos showcasing snow-capped mountains, charming huts, and reindeer. Fans speculate she's with rumoured boyfriend Sam…","https://static.toiimg.com/thumb/msid-116847910,width-1070,height-580,imgsize-5072,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2025-01-01T05:48:36Z,,New Year 2025: 8 refreshing detox drinks to recharge after New Year party,,en,Snow Finland,Snow&Ice,wmo,Finland,NEU,Europe
https://www.independent.ie/weather/new-year-weather-cold-days-ahead-to-kick-off-2025-as-ice-warning-issued-for-northern-ireland/a51295841.html,https://www.independent.ie/weather/new-year-weather-cold-days-ahead-to-kick-off-2025-as-ice-warning-issued-for-northern-ireland/a51295841.html,0,www.independent.ie,New Year weather: Cold days ahead to kick off 2025 as ice warning issued for Northern Ireland,"It is set to get very cold in coming days, according to Met Éireann, as in Northern Ireland an ice warning has also been issued.",https://focus.independent.ie/thumbor/jy2Sq6XlCEYdqmPBqjEdb2VYcyA=/60x0:735x450/629x0/prod-mh-ireland/3500a5a6-2ec9-4a2c-9bff-46f05d3c7122/6e49a4c7-f4ad-4be3-976c-6ad8e2aa3d58/video/video.jpg,2025-01-01T09:03:32Z,,"It is set to get very cold in coming days, according to Met Éireann, as in Northern Ireland an ice warning has also been issued.A fresh and bright day with sunny spells and scattered showers will see… [+3119 chars]",,en,Ice Ireland,Snow&Ice,wmo,Ireland,NEU,Europe
https://www.space.com/stargazing/aurora-borealis/new-years-northern-lights-delight-as-powerful-solar-storms-spark-auroras-across-central-us-and-europe-photos,https://www.space.com/stargazing/aurora-borealis/new-years-northern-lights-delight-as-powerful-solar-storms-spark-auroras-across-central-us-and-europe-photos,0,www.space.com,New Year's northern lights delight as powerful solar storms spark auroras across central US and Europe (photos),"Last night, the sun and Earth collaborated to give us a light show that no fireworks display could rival. Happy New Year!",https://cdn.mos.cms.futurecdn.net/b2PS2jwvzdfX9SGGLKLQV7-1200-80.jpg,2025-01-01T12:11:32Z,http://wayback.archive-it.org/all/20250101222406/https://www.space.com/stargazing/aurora-borealis/new-years-northern-lights-delight-as-powerful-solar-storms-spark-auroras-across-central-us-and-europe-photos,"What a start to 2025!
While many celebrated New Year's Eve with bursts of glittering fireworks, Earth joined the festivities with a natural display of its own: the northern lights
.
A coronal mass… [+6891 chars]",,en,storm,Storm,random,,,
https://www.abc.net.au/news/2025-01-02/2024-second-hottest-year-on-record-bom/104777280,https://www.abc.net.au/news/2025-01-02/2024-second-hottest-year-on-record-bom/104777280,0,www.abc.net.au,Heatwave looms as BoM confirms 2024 was second-hottest year on record,"Australia's mean temperature, the average of all minimums and maximums, was 1.46 degrees Celsius above the 1961-1990 baseline.",https://live-production.wcms.abc-cdn.net.au/89c371fca560123c46c381a6278ab513?impolicy=wcms_watermark_news&cropH=2250&cropW=4000&xPos=0&yPos=1&width=862&height=485&imformat=generic,2025-01-01T18:44:21Z,,"Australia has just baked through its second-warmest year on record, covering all years since 1910 when reliable national data is first available.
The country's mean temperature, the average of all m… [+5469 chars]",,en,record heat,Heat Wave,random,,,
https://www.pbs.org/newshour/world/united-kingdom-sees-flooding-after-heavy-rain-as-wild-weather-disrupts-new-years-events,https://www.pbs.org/newshour/world/united-kingdom-sees-flooding-after-heavy-rain-as-wild-weather-disrupts-new-years-events,0,www.pbs.org,United Kingdom sees flooding after heavy rain as wild weather disrupts New Year's events,Parts of the United Kingdom have been swamped by heavy rains and powerful winds that disrupted New Year's celebrations.,https://d3i6fh83elv35t.cloudfront.net/static/2025/01/2025-01-01T120819Z_1819536967_RC2Y0CA8VVS2_RTRMADP_3_EUROPE-WEATHER-BRITAIN-1024x701.jpg,2025-01-01T19:38:36Z,https://web.archive.org/web/20250101213516/https://www.pbs.org/newshour/world/united-kingdom-sees-flooding-after-heavy-rain-as-wild-weather-disrupts-new-years-events,"LONDON (AP) Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Year’s celebrations.
Several communities in the Manchester area were flooded… [+2293 chars]",,en,Flood United Kingdom,Flood,wmo,United Kingdom,NEU,Europe
https://www.bangkokpost.com/opinion/opinion/2931267/beyond-the-worlds-favourite-hippo,https://www.bangkokpost.com/opinion/opinion/2931267/beyond-the-worlds-favourite-hippo,0,www.bangkokpost.com,Beyond the world's favourite hippo,"<p>The news from Asia at year-end 2024 that dominated headlines here in the United States included the tragic crash landing of Jeju Air flight 2216 flying from Thailand. As hundreds of millions took to roads and to the air for the holidays, the news seemed es…",https://static.bangkokpost.com/media/content/dcx/2025/01/02/5407767_700.jpg,2025-01-01T21:00:00Z,,The news from Asia at year-end 2024 that dominated headlines here in the United States included the tragic crash landing of Jeju Air flight 2216 flying from Thailand. As hundreds of millions took to … [+7618 chars],,en,Hail United States,Thunderstorm,wmo,United States,CNA,North-America
https://japantoday.com/category/world/parts-of-uk-flooded-by-heavy-rain-as-wild-weather-continues-to-disrupt-new-year-events,https://japantoday.com/category/world/parts-of-uk-flooded-by-heavy-rain-as-wild-weather-continues-to-disrupt-new-year-events,0,japantoday.com,Parts of UK flooded by heavy rain,"Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Year’s celebrations. Several communities in the Manchester area were flooded, with several homes evacuated and cars submerged up to their roofs on ro…",,2025-01-01T21:01:49Z,https://web.archive.org/web/20250102191406/https://japantoday.com/category/world/parts-of-uk-flooded-by-heavy-rain-as-wild-weather-continues-to-disrupt-new-year-events,"Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Years celebrations.
Several communities in the Manchester area were flooded, with severa… [+2355 chars]",,en,Flood United Kingdom,Flood,wmo,United Kingdom,NEU,Europe
https://www.wpxi.com/news/local/parts-uk-are-flooded-by-heavy-rain-wild-weather-continues-disrupt-new-years-events/K46T2BJQ3FDCXCBDLPCI2JORQE/,https://www.wpxi.com/news/local/parts-uk-are-flooded-by-heavy-rain-wild-weather-continues-disrupt-new-years-events/K46T2BJQ3FDCXCBDLPCI2JORQE/,0,www.wpxi.com,Parts of the UK are flooded by heavy rain as wild weather continues to disrupt New Year’s events,Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Year’s celebrations.,https://cmg-cmg-tv-10080-prod.cdn.arcpublishing.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-1.images.arcpublishing.com%2Fcmg%2FLOXQFGETSNEOTFUM4ECNQKO5NY.jpg?auth=815abef3e6b7446a6858131253c54f62b73f29a089d85757db364873df4b51b3&width=1200&height=630&smart=true,2025-01-01T22:00:54Z,,"LONDON — Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Years celebrations.
Several communities in the Manchester area were flooded, wi… [+2388 chars]",,en,Heavy Rain United Kingdom,Thunderstorm,eswd,United Kingdom,NEU,Europe
https://ask.metafilter.com/383761/Iceland-travel-recommendations,https://ask.metafilter.com/383761/Iceland-travel-recommendations,0,ask.metafilter.com,Iceland travel recommendations?,"Hi all, I'm planning a trip to Iceland with a few friends in March. We are women in our mid-40s who enjoy hiking, spas, and restaurants. We will likely arrive on a Thursday and fly out Monday which gives three full days. I'd prefer not to rent a car so perhap…",http://cdn.mefi.us/images/askmefi/apple-touch-icon.png,2025-01-01T22:48:44Z,,"You are not logged in, either login or create an account to post comments",,en,Ice Iceland,Snow&Ice,wmo,Iceland,GIC,Europe
https://economictimes.indiatimes.com/news/international/world-news/parts-of-the-uk-are-flooded-by-heavy-rain-as-wild-weather-continues-to-disrupt-new-years-events/articleshow/116868161.cms,https://economictimes.indiatimes.com/news/international/world-news/parts-of-the-uk-are-flooded-by-heavy-rain-as-wild-weather-continues-to-disrupt-new-years-events/articleshow/116868161.cms,0,economictimes.indiatimes.com,Parts of the UK are flooded by heavy rain as wild weather continues to disrupt New Year's events,"Heavy rains and strong winds caused flooding in parts of the United Kingdom, disrupting New Year's celebrations. Areas in Manchester were severely affected, with homes evacuated and roads closed. Firefighters and mountain rescue teams were deployed. Many even…","https://img.etimg.com/thumb/msid-116868166,width-1200,height-630,imgsize-154426,overlay-economictimes/articleshow.jpg",2025-01-02T01:26:54Z,,"Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Year's celebrations. Several communities in the Manchester area were flooded, with severa… [+2269 chars]",,en,Severe Wind United Kingdom,Storm,eswd,United Kingdom,NEU,Europe
https://www.voanews.com/a/parts-of-uk-flooded-by-rain-wild-weather-disrupts-new-year-s-events/7921719.html,https://www.voanews.com/a/parts-of-uk-flooded-by-rain-wild-weather-disrupts-new-year-s-events/7921719.html,0,www.voanews.com,"Parts of UK flooded by rain, wild weather disrupts New Year's events","LONDON — Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Year’s celebrations.


Several communities in the Manchester area were flooded, with several homes evacuated and cars submerged up to their …",https://gdb.voanews.com/F89FD122-57E5-40EE-A7C1-B9334A1285F6.jpg,2025-01-02T04:26:10Z,,"LONDON  Parts of the United Kingdom were flooded Wednesday as heavy rains and powerful winds continued to disrupt New Years celebrations.
Several communities in the Manchester area were flooded, wit… [+2209 chars]",,en,Heavy Rain United Kingdom,Thunderstorm,eswd,United Kingdom,NEU,Europe
https://securityaffairs.com/172544/apt/lumen-locked-out-salt-typhoon.html,https://securityaffairs.com/172544/apt/lumen-locked-out-salt-typhoon.html,0,securityaffairs.com,Lumen reports that it has locked out the Salt Typhoon group from its network,"Lumen reports that the Salt Typhoon hacking group, which targeted at least nine U.S. telecom firms, was locked out of its network. This week, a White House official confirmed that China-linked APT group Salt Typhoon has breached a ninth U.S. telecoms company …",https://securityaffairs.com/wp-content/uploads/2014/12/ss7-surveillance.jpg,2025-01-02T08:58:12Z,,"Lumen reports that it has locked out the Salt Typhoon group from its network
 | Proposed updates to HIPAA Security Rule mandate to restore the loss of certain relevant electronic information systems… [+127666 chars]",,en,Typhoon China,Tropical Cyclone,wmo,China,EAS,Asia
