index,url,valid,domain,title,description,image,published,archive,content,quote,language,term,topic,feed,country
https://www.independent.co.uk/news/mayon-volcano-ap-philippines-people-pacific-b2355642.html,https://www.independent.co.uk/news/mayon-volcano-ap-philippines-people-pacific-b2355642.html,0,www.independent.co.uk,Philippines' Mayon Volcano spews lava down its slopes in gentle eruption putting thousands on alert,"The Philippines’ most active volcano is gently spewing lava down its slopes, alerting tens of thousands of people they may have to quickly flee a violent and life-threatening explosion",https://static.independent.co.uk/2023/06/12/02/Philippines_Volcano_75659.jpg?quality=75&width=1200&auto=webp,2023-06-12T01:32:03Z,https://web.archive.org/web/20230612105234/https://www.independent.co.uk/news/mayon-volcano-ap-philippines-people-pacific-b2355642.html,"For free real time breaking news alerts sent straight to your inbox sign up to our breaking news emails
Sign up to our free breaking news emails
The Philippines most active volcano was gently spewi… [+4062 chars]",,en,volcano,Volcano,randomTerm,
https://www.cbsnews.com/news/philippines-mayon-volcano-eruption-lava/,https://www.cbsnews.com/news/philippines-mayon-volcano-eruption-lava/,0,www.cbsnews.com,Philippines' Mayon volcano spews lava as thousands evacuate,"The Philippines' most active volcano is gently spewing lava down its slopes, alerting tens of thousands they may have to flee a violent and life-threatening explosion.",https://assets2.cbsnewsstatic.com/hub/i/r/2023/06/12/878f2960-454a-4bc4-a5f0-d1a44ef14d13/thumbnail/1200x630/2bc28d979fdfa050c9992008d9b5ac2c/gettyimages-1258611423.jpg,2023-06-12T02:39:36Z,https://web.archive.org/web/20230612024953/https://www.cbsnews.com/news/philippines-mayon-volcano-eruption-lava/,"The Philippines' most active volcano was gently spewing lava down its slopes Monday, alerting tens of thousands of people they may have to quickly flee a violent and life-threatening explosion.
More… [+3914 chars]",,en,volcano,Volcano,randomTerm,
https://www.aljazeera.com/news/2023/6/12/lava-seen-at-philippiness-mayon-volcano-as-thousands-evacuate,https://www.aljazeera.com/news/2023/6/12/lava-seen-at-philippiness-mayon-volcano-as-thousands-evacuate,0,www.aljazeera.com,Lava seen at Philippines’s Mayon volcano as thousands evacuate,"At least 12,800 people have been evacuated from the area around the mountain as volcanic activity intensifies.",https://www.aljazeera.com/wp-content/uploads/2023/06/image-44.jpg?resize=1920%2C1080,2023-06-12T04:12:31Z,https://web.archive.org/web/20230612041910/https://www.aljazeera.com/news/2023/6/12/lava-seen-at-philippiness-mayon-volcano-as-thousands-evacuate,"Mayon, the Philippiness most active volcano, has begun sending lava down its slopes, as volcanic activity increases in an area that is home to tens of thousands of mostly-poor farmers.
Lava began to… [+2331 chars]",,en,Volcano Philippines,Volcano,reliefWeb,Philippines
https://www.abc.net.au/news/2023-06-12/philippines-mayon-volcano-spews-lava-down-its-slopes/102470176,https://www.abc.net.au/news/2023-06-12/philippines-mayon-volcano-spews-lava-down-its-slopes/102470176,0,www.abc.net.au,Philippines volcano spews lava down slopes in gentle eruption putting thousands on alert,"The Philippines' most active volcano spews lava down its slopes, as thousands of villagers prepare to flee amid fears of life-threatening explosion.",https://live-production.wcms.abc-cdn.net.au/d06d4319ecbdeeff553992dc8a9e70ec?impolicy=wcms_crop_resize&cropH=576&cropW=1024&xPos=0&yPos=53&width=862&height=485,2023-06-12T07:49:27Z,https://web.archive.org/web/20230612075348/https://www.abc.net.au/news/2023-06-12/philippines-mayon-volcano-spews-lava-down-its-slopes/102470176,"The Philippines' most active volcano was gently spewing lava down its slopes, alerting tens of thousands of people they may have to quickly flee a violent and life-threatening explosion.
<ul><li>Tho… [+4454 chars]",,en,volcano,Volcano,randomTerm,
https://phys.org/news/2023-06-philippine-volcano-spews-lava-locals.html,https://phys.org/news/2023-06-philippine-volcano-spews-lava-locals.html,0,phys.org,"Most active Philippine volcano spews lava, locals ready to evacuate in event of explosion","The Philippines' most active volcano has begun spewing lava in a gentle eruption, putting thousands of people on heightened alert for the possibility of a violent explosion that would force them to suddenly evacuate from their homes, authorities said Monday.",https://scx2.b-cdn.net/gfx/news/hires/2023/most-active-philippine.jpg,2023-06-12T08:01:13Z,https://web.archive.org/web/20230612080210/https://phys.org/news/2023-06-philippine-volcano-spews-lava-locals.html,"The Philippines' most active volcano has begun spewing lava in a gentle eruption, putting thousands of people on heightened alert for the possibility of a violent explosion that would force them to s… [+9615 chars]",,en,volcano,Volcano,randomTerm,
https://indianexpress.com/article/world/philippines-mayon-volcano-spews-lava-gentle-eruption-thousands-on-alert-8658762/,https://indianexpress.com/article/world/philippines-mayon-volcano-spews-lava-gentle-eruption-thousands-on-alert-8658762/,0,indianexpress.com,"Philippines’ Mayon volcano spews lava down its slopes in gentle eruption, thousands on alert","Mayon volcanolast erupted violently in 2018, displacing tens of thousands of villagers. In 1814, Mayon's eruption buried entire villages and reportedly left more than 1,000 people dead.",https://images.indianexpress.com/2023/06/volcano.jpeg,2023-06-12T10:30:53Z,https://web.archive.org/web/20230612111319/https://indianexpress.com/article/world/philippines-mayon-volcano-spews-lava-gentle-eruption-thousands-on-alert-8658762/,"The Philippines’ most active volcano was gently spewing lava down its slopes Monday, alerting tens of thousands of people they may have to quickly flee a violent and life-threatening explosion.More t… [+3868 chars]",,en,Volcano Philippines,Volcano,reliefWeb,Philippines
https://www.ibtimes.com/manchester-weather-fails-rain-man-citys-treble-parade-3699361,https://www.ibtimes.com/manchester-weather-fails-rain-man-citys-treble-parade-3699361,0,www.ibtimes.com,Manchester Weather Fails To Rain On Man City's Treble Parade,Manchester was bathed in blue on Monday as even a thunder storm and torrential rain could not stop thousands of Manchester City fans celebrating a treble with their heroes.,https://d.ibtimes.com/en/full/4465696/manchester-city-manager-pep-guardiola-celebrated-winning-treble-during-city-centre-parade-monday.jpg,2023-06-13T00:12:38Z,https://web.archive.org/web/20230613003455/http://www.ibtimes.com/manchester-weather-fails-rain-man-citys-treble-parade-3699361,"Manchester City manager Pep Guardiola celebrated winning the treble during a city centre parade on MondayAFP
Manchester was bathed in blue on Monday as even a thunder storm and torrential rain could… [+2400 chars]",,en,torrential rain,Flash Flood,randomTerm,
https://www.theguardian.com/global-development/2023/jun/13/hundreds-of-families-mourn-in-peru-as-children-fall-victim-to-dengue-outbreak,https://www.theguardian.com/global-development/2023/jun/13/hundreds-of-families-mourn-in-peru-as-children-fall-victim-to-dengue-outbreak,0,www.theguardian.com,Hundreds of families mourn in Peru as children fall victim to dengue outbreak,"Death toll mounts in northern Piura region after torrential rain and floods lead to worst ever epidemicIn a stream of white, mourners walked behind an ivory-coloured, shoulder-borne coffin as neighbours, heads bowed and hands clasped, peered out of doorways o…",https://i.guim.co.uk/img/media/dfe6b06d02e3e8dbfd90c836933f90bb3e1e2791/0_515_8139_4883/master/8139.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=1f195dc31453bb6a9768feddd6211dab,2023-06-13T05:30:40Z,https://web.archive.org/web/20230613054431/https://www.theguardian.com/global-development/2023/jun/13/hundreds-of-families-mourn-in-peru-as-children-fall-victim-to-dengue-outbreak,"In a stream of white, mourners walked behind an ivory-coloured, shoulder-borne coffin as neighbours, heads bowed and hands clasped, peered out of doorways on the narrow street in Castilla, a middle-c… [+5044 chars]",,en,torrential rain,Flash Flood,randomTerm,
https://www.ndtv.com/india-news/earthquake-tremors-felt-in-delhi-adjoining-areas-4116964,https://www.ndtv.com/india-news/earthquake-tremors-felt-in-delhi-adjoining-areas-4116964,0,www.ndtv.com,"5.4 Magnitude Earthquake In Jammu And Kashmir, Tremors Across North India",Tremors were felt in Delhi and parts of north India after a 5.4 magnitude earthquake hit Jammu and Kashmir this afternoon.,https://c.ndtvimg.com/2019-10/qg39gk78_kashmir-generic-journey-basket_625x300_13_October_19.jpg,2023-06-13T08:09:20Z,https://web.archive.org/web/20230613081706/https://www.ndtv.com/india-news/earthquake-tremors-felt-in-delhi-adjoining-areas-4116964,"Earthquake in Delhi-NCR: No damages have been reported yet. (representational)
New Delhi: Tremors were felt in Delhi and parts of north India after a 5.4 magnitude earthquake hit Jammu and Kashmir t… [+1083 chars]",,en,,,,
https://phys.org/news/2023-06-lava-crater-philippines-mayon-volcano.html,https://phys.org/news/2023-06-lava-crater-philippines-mayon-volcano.html,0,phys.org,"Lava pours from crater of Philippines' Mayon Volcano, thousands warned to be ready to flee","Lava poured from the crater of the Philippines' most active volcano Monday, prompting officials to warn tens of thousands of villagers to be prepared to flee if the gentle eruption turns into a violent and life-threatening explosion.",https://scx2.b-cdn.net/gfx/news/hires/2023/lava-pours-from-crater.jpg,2023-06-13T08:10:04Z,https://web.archive.org/web/20230613111015/https://phys.org/news/2023-06-lava-crater-philippines-mayon-volcano.html,"Lava poured from the crater of the Philippines' most active volcano Monday, prompting officials to warn tens of thousands of villagers to be prepared to flee if the gentle eruption turns into a viole… [+11597 chars]",,en,Volcano Philippines,Volcano,reliefWeb,Philippines
https://www.ndtv.com/india-news/felt-the-shaking-query-floods-twitter-as-tremors-jolt-north-india-4117072,https://www.ndtv.com/india-news/felt-the-shaking-query-floods-twitter-as-tremors-jolt-north-india-4117072,0,www.ndtv.com,"""Felt The Shaking?"": Query Floods Twitter As Tremors Jolt North India","Several people took to Twitter to share the update. Twitter was flooded with ""anyone else felt the earthquake"" queries.",https://c.ndtvimg.com/2023-06/92u3o89g_earthquake-memes_625x300_13_June_23.jpg,2023-06-13T08:42:51Z,https://web.archive.org/web/20230613104617/https://www.ndtv.com/india-news/felt-the-shaking-query-floods-twitter-as-tremors-jolt-north-india-4117072,"Several took to Twitter to share visuals of fans and other objects shaking due to the quake.
Delhi and adjoining areas felt tremors this afternoon. The tremors lasted for a few seconds and struck mo… [+1318 chars]",,en,,,,
https://slashdot.org/firehose.pl?op=view&amp;id=171152654,https://slashdot.org/firehose.pl?op=view&amp;id=171152654,0,slashdot.org,"Pakistan to evacuate 80,000 people ahead of Cyclone Biparjoy - Al Jazeera English","Pakistan to evacuate 80,000 people ahead of Cyclone BiparjoyAl Jazeera English Cyclone Biparjoy LIVE Updates: High Tide Hits Marine Drive; Security Agencies Alert Against CycloneIndia Today Weather tracker: India and Pakistan keep close eye on tropical cyclon…",,2023-06-13T08:53:00Z,,"An egghead is one who stands firmly on both feet, in mid-air, on both
sides of an issue.
-- Homer Ferguson",,en,,,,
https://www.independent.co.uk/tv/climate/weather-hailstorm-thunderstorm-rain-england-b2356494.html,https://www.independent.co.uk/tv/climate/weather-hailstorm-thunderstorm-rain-england-b2356494.html,0,www.independent.co.uk,Torrential hailstorm hits northwest England as Met Office issues warning,Hailstones pelted Cheshire on Monday (12 June) as the Met Office issued a yellow weather warning predicting heavy rain and thunder.,https://cdn.jwplayer.com/v2/media/6IkWrbz1/poster.jpg?width=720,2023-06-13T09:26:38Z,https://web.archive.org/web/20230614014322/https://www.independent.co.uk/tv/climate/weather-hailstorm-thunderstorm-rain-england-b2356494.html,"Hailstones pelted Cheshire on Monday (12 June) as the Met Office issued a yellow weather warning predicting heavy rain and thunder.
A weekend of sunshine has been dampened by wet weather across the … [+348 chars]",,en,torrential rain,Flash Flood,randomTerm,
https://www.independent.co.uk/tv/climate/thunderstorm-rain-costco-manchester-waterpark-b2356623.html,https://www.independent.co.uk/tv/climate/thunderstorm-rain-costco-manchester-waterpark-b2356623.html,0,www.independent.co.uk,Costco turns into ‘waterpark’ as thunderstorm floods Manchester store,"Water cascaded from the ceiling of a Costco store in Manchester as torrential rain hit the city on Monday, 12 June.",https://cdn.jwplayer.com/v2/media/lP0YfU1o/poster.jpg?width=720,2023-06-13T12:44:01Z,https://web.archive.org/web/20230613140819/https://www.independent.co.uk/tv/climate/thunderstorm-rain-costco-manchester-waterpark-b2356623.html,"Water cascaded from the ceiling of a Costco store in Manchester as torrential rain hit the city on Monday, 12 June.
It came as the Met Office placed parts of the Greater Manchester area under an amb… [+344 chars]",,en,torrential rain,Flash Flood,randomTerm,
https://brobible.com/culture/article/marine-ufo-loaded-weapons-unmarked-us-forces/,https://brobible.com/culture/article/marine-ufo-loaded-weapons-unmarked-us-forces/,0,brobible.com,Ex-Marine Says His Unit Saw Massive UFO Being Loaded With Weapons By Unmarked US Forces,"A former Marine has broken a 14-year silence and revealed that he saw a UFO being loaded with weapons by unmarked US forces in 2009. Michael Herrera, 33, was 20-years-old when he was sent on a humanitarian mission following the 2009 earthquake and tsunami in …",https://brobible.com/wp-content/uploads/2023/06/ufo-in-sky-marine-unit-loaded-weapons-indonesia.png,2023-06-13T13:46:48Z,https://web.archive.org/web/20230613154007/https://brobible.com/culture/article/marine-ufo-loaded-weapons-unmarked-us-forces/,"iStockphoto
A former Marine has broken a 14-year silence and revealed that he saw a UFO being loaded with weapons by unmarked US forces in 2009.
Michael Herrera, 33, was 20-years-old when he was se… [+2875 chars]",,en,,,,
https://www.independent.co.uk/tv/news/volcano-eruption-philippines-mayon-lava-b2356713.html,https://www.independent.co.uk/tv/news/volcano-eruption-philippines-mayon-lava-b2356713.html,0,www.independent.co.uk,Philippines’ Mayon volcano spews rivers of lava as thousands evacuated,"Lava cascaded down the slopes of the Mayon volcano in the Philippines during a gentle eruption on Monday, 12 June.",https://cdn.jwplayer.com/v2/media/BmZbgTmt/poster.jpg?width=720,2023-06-13T14:25:24Z,https://web.archive.org/web/20230613193814/http://www.independent.co.uk/tv/news/volcano-eruption-philippines-mayon-lava-b2356713.html,"Lava cascaded down the slopes of the Mayon volcano in the Philippines during a gentle eruption on Monday, 12 June.
Thousands of residents have been evacuated as a precaution in case the eruption sho… [+360 chars]",,en,Volcano Philippines,Volcano,reliefWeb,Philippines
https://www.aljazeera.com/news/2023/6/13/thousands-displaced-as-mayon-volcano-in-philippines-spews-lava,https://www.aljazeera.com/news/2023/6/13/thousands-displaced-as-mayon-volcano-in-philippines-spews-lava,0,www.aljazeera.com,Thousands displaced as Mayon volcano in Philippines spews lava,"Lava seen flowing slowly from the mouth of the 2,462-metre (8,077-foot) volcano in Albay province.",https://www.aljazeera.com/wp-content/uploads/2023/06/AP23164278268117-1686664645.jpg?resize=1920%2C1440,2023-06-13T14:54:26Z,https://web.archive.org/web/20230613160627/https://www.aljazeera.com/news/2023/6/13/thousands-displaced-as-mayon-volcano-in-philippines-spews-lava,"Nearly 15,000 people have left their homes around a volcano spewing lava and noxious gases in the northeastern Philippines and may remain displaced for months, authorities warn.
Lava was seen flowin… [+2366 chars]",,en,Volcano Philippines,Volcano,reliefWeb,Philippines
https://www.france24.com/en/live-news/20230613-six-dead-in-cuba-flooding-hundreds-of-houses-damaged,https://www.france24.com/en/live-news/20230613-six-dead-in-cuba-flooding-hundreds-of-houses-damaged,0,www.france24.com,"Six dead in Cuba flooding, hundreds of houses damaged","Heavy rains that began last Thursday have weakened and water levels were now subsiding, the Granma government mouthpiece said.

Four people have died in the eastern provinces of Granma, Las Tunas and Santiago de Cuba, while two perished in central Camaguey, i…",https://s.france24.com/media/display/6b60a19c-0a01-11ee-a9e6-005056bfb2b6/w:1280/p:16x9/8f64b594d1afd433addfeb51c83abbba52b2f497.jpg,2023-06-13T15:46:11Z,https://web.archive.org/web/20230613155938/https://www.france24.com/en/live-news/20230613-six-dead-in-cuba-flooding-hundreds-of-houses-damaged,"Havana (AFP) The death toll from heavy rains and flooding in east and central Cuba has risen to six, official media reported Tuesday as thousands of evacuees started returning home amid widespread pr… [+940 chars]",,en,Flood Cuba,Flood,reliefWeb,Cuba
https://slashdot.org/firehose.pl?op=view&amp;id=171155354,https://slashdot.org/firehose.pl?op=view&amp;id=171155354,0,slashdot.org,"Cyclone Biparjoy to hit India, Pakistan: What we know so far - Al Jazeera English","Cyclone Biparjoy to hit India, Pakistan: What we know so farAl Jazeera English Cyclone Biparjoy LIVE: India & Pakistan keep a close eye on tropical storm amid evacuations | WIONWION Why Cyclone Biparjoy's rapid build-up is unusual & dangerous | WION Originals…",,2023-06-13T16:34:39Z,,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,,en,,,,
https://phys.org/news/2023-06-malicious-bots-automatons-twitter-earthquake.html,https://phys.org/news/2023-06-malicious-bots-automatons-twitter-earthquake.html,0,phys.org,Rise of malicious bots: How automatons shake up Twitter with earthquake conspiracies,"Numerous wild conspiracies gained momentum online following significant seismic events in the past. In light of the growing dominance of social media and the spread of misinformation, a new paper reveals how bots contribute to the dissemination of conspiracy …",https://scx2.b-cdn.net/gfx/news/hires/2023/rise-of-malicious-bots.jpg,2023-06-13T16:53:57Z,https://web.archive.org/web/20230613170439/https://phys.org/news/2023-06-malicious-bots-automatons-twitter-earthquake.html,"Numerous wild conspiracies gained momentum online following significant seismic events in the past. In light of the growing dominance of social media and the spread of misinformation, a new paper rev… [+4108 chars]",,en,,,,
https://phys.org/news/2023-06-dead-cuba-hundreds-houses.html,https://phys.org/news/2023-06-dead-cuba-hundreds-houses.html,0,phys.org,"Six dead in Cuba flooding, hundreds of houses damaged","The death toll from heavy rains and flooding in east and central Cuba has risen to six, official media reported Tuesday as thousands of evacuees started returning home amid widespread property damage.",https://scx2.b-cdn.net/gfx/news/2023/heavy-rains-have-cause-2.jpg,2023-06-13T17:08:04Z,https://web.archive.org/web/20230613194148/https://phys.org/news/2023-06-dead-cuba-hundreds-houses.html,"The death toll from heavy rains and flooding in east and central Cuba has risen to six, official media reported Tuesday as thousands of evacuees started returning home amid widespread property damage… [+1329 chars]",,en,Flooding Cuba,Flood,unknown,
https://www.globenewswire.com/news-release/2023/06/13/2687559/0/en/The-global-rigid-flex-PCB-market-is-expected-to-reach-an-estimated-2-3-by-2028-with-a-CAGR-of-6-9-from-2023-to-2028.html,https://www.globenewswire.com/news-release/2023/06/13/2687559/0/en/The-global-rigid-flex-PCB-market-is-expected-to-reach-an-estimated-2-3-by-2028-with-a-CAGR-of-6-9-from-2023-to-2028.html,0,www.globenewswire.com,The global rigid-flex PCB market is expected to reach an estimated $2.3 by 2028 with a CAGR of 6.9% from 2023 to 2028,"Trends, opportunity and forecast in the global rigid-flex PCB market to 2028 by board type (2 layer, 4 layer, 6 layer, 8 layer, and 10 layer, and above), component (capacitors, diodes, integrated circuits (ICS), and resistors), patterning technique (silk scre…",https://ml.globenewswire.com/Resource/Download/3e0b82c2-02d7-44c8-b22f-561e0f321f39,2023-06-13T17:47:00Z,https://web.archive.org/web/20230614035902/https://www.globenewswire.com/news-release/2023/06/13/2687559/0/en/The-global-rigid-flex-PCB-market-is-expected-to-reach-an-estimated-2-3-by-2028-with-a-CAGR-of-6-9-from-2023-to-2028.html,"New York, June 13, 2023 (GLOBE NEWSWIRE) -- Reportlinker.com announces the release of the report ""Rigid-Flex PCB Market: Trends, Opportunities and Competitive Analysis [2023-2028]"" - https://www.repo… [+7851 chars]",,en,M 6.9 - ,Tsunami,usgsEarthquake,
https://www.globenewswire.com/news-release/2023/06/13/2687571/0/en/The-global-glass-fiber-yarn-market-is-expected-to-reach-an-estimated-3-7-billion-by-2028-with-a-CAGR-of-5-8-from-2023-to-2028.html,https://www.globenewswire.com/news-release/2023/06/13/2687571/0/en/The-global-glass-fiber-yarn-market-is-expected-to-reach-an-estimated-3-7-billion-by-2028-with-a-CAGR-of-5-8-from-2023-to-2028.html,0,www.globenewswire.com,The global glass fiber yarn market is expected to reach an estimated $3.7 billion by 2028 with a CAGR of 5.8% from 2023 to 2028,"Trends, opportunity and forecast in the global glass fiber yarn market to 2028 by grade type (E yarn, C yarn, and S yarn), product type (fine yarn and ultra-fine yarn), application (façade, marbles & mosaic tiles, PCB, and structural parts), end use industry …",https://ml.globenewswire.com/Resource/Download/3e0b82c2-02d7-44c8-b22f-561e0f321f39,2023-06-13T18:12:00Z,https://web.archive.org/web/20230614031751/https://www.globenewswire.com/news-release/2023/06/13/2687571/0/en/The-global-glass-fiber-yarn-market-is-expected-to-reach-an-estimated-3-7-billion-by-2028-with-a-CAGR-of-5-8-from-2023-to-2028.html,"New York, June 13, 2023 (GLOBE NEWSWIRE) -- Reportlinker.com announces the release of the report ""Glass Fiber Yarn Market: Trends, Opportunities and Competitive Analysis [2023-2028]"" - https://www.re… [+8281 chars]",,en,M 5.8 - ,Earthquake,unknown,
https://www.politico.eu/article/poland-dorota-lalik-death-braces-for-abortion-protests-as-doctors-become-centre-of-storm/,https://www.politico.eu/article/poland-dorota-lalik-death-braces-for-abortion-protests-as-doctors-become-centre-of-storm/,0,www.politico.eu,Poland braces for abortion protests as doctors become center of storm,The unrest follows the death of a 33-year-old pregnant woman in May.,"https://www.politico.eu/cdn-cgi/image/width=1200,height=630,fit=crop,quality=80,onerror=redirect/wp-content/uploads/2023/06/13/GettyImages-1495816885.jpg",2023-06-13T18:42:24Z,https://web.archive.org/web/20230614045806/https://www.politico.eu/article/poland-dorota-lalik-death-braces-for-abortion-protests-as-doctors-become-centre-of-storm/,"Press play to listen to this article
Voiced by artificial intelligence.
WARSAW  A wave of abortion rights protests is set to take place in Poland on Wednesday sparked by the death in May of a pregn… [+4285 chars]",,en,storm Poland,Storm,eswdList,Poland
https://english.chosun.com/site/data/html_dir/2023/06/14/2023061400532.html,https://english.chosun.com/site/data/html_dir/2023/06/14/2023061400532.html,0,english.chosun.com,Emergency Evacuations as Cyclone Biparjoy Draws Closer to Pakistan,"Officials in Pakistan said Tuesday that ""precautionary evacuations"" were underway to move thousands of people out of the path of a ""very severe cyclonic storm"" approaching over the northeast Arabian Sea.The tropical cyclone named Biparjoy, is about 470 kilome…",https://english.chosun.com/site/data/img_dir/2023/06/14/2023061400529_0.jpg,2023-06-13T23:28:52Z,https://web.archive.org/web/20230614005650/https://english.chosun.com/site/data/html_dir/2023/06/14/2023061400532.html,"Officials in Pakistan said Tuesday that ""precautionary evacuations"" were underway to move thousands of people out of the path of a ""very severe cyclonic storm"" approaching over the northeast Arabian … [+2391 chars]",,en,,,,
https://phys.org/news/2023-06-philippine-villagers-ashfall-sight-red-hot.html,https://phys.org/news/2023-06-philippine-villagers-ashfall-sight-red-hot.html,0,phys.org,"Philippine villagers flee ashfall, sight of red-hot lava from erupting Mayon Volcano","Truckloads of villagers on Tuesday fled Philippine communities close to the erupting Mayon Volcano, traumatized by the sight of red-hot lava flowing down its crater and fearful of sporadic blasts of ash.",https://scx2.b-cdn.net/gfx/news/hires/2023/philippine-villagers-f.jpg,2023-06-14T08:01:32Z,https://web.archive.org/web/20230614102541/https://phys.org/news/2023-06-philippine-villagers-ashfall-sight-red-hot.html,"Truckloads of villagers on Tuesday fled Philippine communities close to the erupting Mayon Volcano, traumatized by the sight of red-hot lava flowing down its crater and fearful of sporadic blasts of … [+11607 chars]",,en,volcano,Volcano,randomTerm,
https://slashdot.org/firehose.pl?op=view&amp;id=171161330,https://slashdot.org/firehose.pl?op=view&amp;id=171161330,0,slashdot.org,Tens of thousands evacuated as India and Pakistan brace for Cyclone Biparjoy - CNN,"Tens of thousands evacuated as India and Pakistan brace for Cyclone BiparjoyCNN Cyclone Biparjoy LIVE: India & Pakistan keep a close eye on tropical storm amid evacuations | WIONWION Cyclone Birparjoy feeding on warm waters in Arabian Sea, with heavy rainfall…",,2023-06-14T11:53:53Z,,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,,en,,,,
https://indianexpress.com/article/world/philippine-volcanos-eruption-displaced-8662809/,https://indianexpress.com/article/world/philippine-volcanos-eruption-displaced-8662809/,0,indianexpress.com,"Philippine volcano’s eruption, which has displaced thousands, can last for months",President Ferdinand Marcos Jr. flew to northeastern Albay province to reassure villagers who were forced to evacuate from mostly poor farming communities within a 6-kilometer (3.7-mile) radius of the Mayon volcano's crater since volcanic activity spiked last …,https://images.indianexpress.com/2023/06/volcano-ap.jpg,2023-06-14T12:11:05Z,https://web.archive.org/web/20230614125433/https://indianexpress.com/article/world/philippine-volcanos-eruption-displaced-8662809/,"A gentle eruption of the Philippines’ most active volcano that has forced nearly 18,000 people to flee to emergency shelters could last for months and create a protracted crisis, officials said Wedne… [+4808 chars]",,en,volcano,Volcano,randomTerm,
https://www.france24.com/en/live-news/20230614-more-than-100-000-evacuated-as-cyclone-threatens-india-and-pakistan,https://www.france24.com/en/live-news/20230614-more-than-100-000-evacuated-as-cyclone-threatens-india-and-pakistan,0,www.france24.com,"More than 100,000 evacuated as cyclone threatens India and Pakistan","Biparjoy, meaning ""disaster"" in Bengali, is making its way across the Arabian Sea and is expected to make landfall as a ""very severe cyclonic storm"" on Thursday evening, government weather monitors said.

Powerful winds, storm surges and lashing rains were fo…",https://s.france24.com/media/display/2adfa2de-0ab1-11ee-9146-005056a90284/w:1280/p:16x9/5726d6dc004482b0ebd3b2ad0af28bf5fa032292.jpg,2023-06-14T12:44:14Z,https://web.archive.org/web/20230614141731/http://www.france24.com/en/live-news/20230614-more-than-100-000-evacuated-as-cyclone-threatens-india-and-pakistan,"Jakhau (India) (AFP) More than 100,000 people have been evacuated from the path of a fierce cyclone heading towards India and Pakistan, with forecasters warning Wednesday it could devastate homes and… [+3541 chars]",,en,,,,
https://www.ibtimes.com/weather-office-warns-floods-india-pakistan-brace-cyclone-3699862,https://www.ibtimes.com/weather-office-warns-floods-india-pakistan-brace-cyclone-3699862,0,www.ibtimes.com,"Weather Office Warns Of Floods As India, Pakistan Brace For Cyclone","Roads will be flooded along parts of India's western coast, crops could be damaged and some houses destroyed when a very severe cyclonic storm makes landfall late on Thursday, the country's weather department said.",https://d.ibtimes.com/en/full/4466368/indias-west-coast-brace-severe-cyclone.jpg,2023-06-14T12:51:31Z,https://web.archive.org/web/20230614153952/https://www.ibtimes.com/weather-office-warns-floods-india-pakistan-brace-cyclone-3699862,"A police officer patrols Mandvi beach after it was shut because of cyclone Biparjoy in the western state of Gujarat, India, June 14, 2023. Reuters
Roads will be flooded along parts of India's wester… [+3428 chars]",,en,,,,
https://bringatrailer.com/listing/1972-datsun-240z-273/,https://bringatrailer.com/listing/1972-datsun-240z-273/,0,bringatrailer.com,LS1-Powered 1972 Datsun 240Z 6-Speed,This 1972 Datsun 240Z was acquired by the seller in 2018 as a rolling project car and subsequently modified and refurbished. The car is refinished in blue over black upholstery and powered by a 5.7-liter LS1 V8 paired with a Tremec six-speed manual transmissi…,https://bringatrailer.com/wp-content/uploads/2023/03/1972_datsun_240z_img_6800-1-1-38684.jpg,2023-06-14T18:30:07Z,https://web.archive.org/web/20230614203636/https://bringatrailer.com/listing/1972-datsun-240z-273/,This 1972 Datsun 240Z was acquired by the seller in 2018 as a rolling project car and subsequently modified and refurbished. The car is refinished in blue over black upholstery and powered by a 5.7-l… [+3500 chars],,en,M 5.7 - ,Earthquake,unknown,
