index,url,valid,domain,title,description,image,published,archive,content,quote,language,term,topic,feed,country,ipcc,continent
https://phys.org/news/2023-11-largest-magnetic-storms-history-quantified.html,https://phys.org/news/2023-11-largest-magnetic-storms-history-quantified.html,0,phys.org,One of the largest magnetic storms in history quantified: Aurorae from the tropics to the polar regions,"In early November of this year, aurora borealis were observed at surprisingly low latitudes, as far south as Italy and Texas. Such phenomena indicate the impacts of a solar coronal mass ejection on the Earth's magnetic field and atmosphere. Far more dramatic …",https://scx2.b-cdn.net/gfx/news/hires/2023/one-of-the-largest-mag.jpg,2023-12-01T00:00:04Z,https://web.archive.org/web/20231201002917/https://phys.org/news/2023-11-largest-magnetic-storms-history-quantified.html,"In early November of this year, aurora borealis were observed at surprisingly low latitudes, as far south as Italy and Texas. Such phenomena indicate the impacts of a solar coronal mass ejection on t… [+5595 chars]",,en,Storm Italy,Storm,wmo,Italy,MED,Europe
https://www.theregister.com/2023/12/01/cannibal_coronal_mass_ejection/,https://www.theregister.com/2023/12/01/cannibal_coronal_mass_ejection/,0,www.theregister.com,Potential sat-bothering cannibal coronal mass ejection slams into Earth's atmo tonight,"And where folks are likely to see a light show A so-called cannibal coronal mass ejection is set to hit Earth on December 1, creating geomagnetic storms across the skies at higher latitudes.…",https://regmedia.co.uk/2023/11/30/aurora_shutterstock.jpg,2023-12-01T00:08:00Z,,"A so-called cannibal coronal mass ejection is set to hit Earth on December 1, creating geomagnetic storms across the skies at higher latitudes.
When the Sun's magnetic field lines twist and realign,… [+3178 chars]",,en,Storm,Storm,wmo,Mexico,NCA,North-America
https://www.abc.net.au/news/2023-12-01/queensland-heat-rain-thunderstorm-weekend-forecast/103175948,https://www.abc.net.au/news/2023-12-01/queensland-heat-rain-thunderstorm-weekend-forecast/103175948,0,www.abc.net.au,'Oppressive' humidity and heat forecast to continue across south-east Queensland,"A broad area of showers and thunderstorms are expected through parts of Queensland today, as ""baking"" hot air pushes up temperatures in the south-east.",https://live-production.wcms.abc-cdn.net.au/65a995c6ebb11d0eedb49855554b0021?impolicy=wcms_crop_resize&cropH=2304&cropW=4096&xPos=0&yPos=349&width=862&height=485,2023-12-01T02:57:02Z,,"""Baking"" hot air is causing high temperatures across the south-east as warm winds from central Queensland are pushed over the region.
Meteorologist Shane Kennedy said the hot air sitting over centra… [+3103 chars]",,en,thunderstorm,Thunderstorm,random,,,
https://slashdot.org/firehose.pl?op=view&amp;id=172342027,https://slashdot.org/firehose.pl?op=view&amp;id=172342027,0,slashdot.org,"'Long-duration' storm to blast Pacific Northwest with flooding, snow - The Washington Post","'Long-duration' storm to blast Pacific Northwest with flooding, snowThe Washington Post Atmospheric River To Wallop The West With Flooding Rain, Feet Of Mountain SnowFOX Weather Parade of potent storms to bring wet weather to Western WAThe Seattle Times What …",,2023-12-01T03:13:48Z,,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars],,en,Flooding Pacific,Flood,wmo,United States,CNA,North-America
https://www.news.com.au/technology/environment/40-millions-lightning-strikes-detected-in-australia-in-november/news-story/0051e8d81c6b92a8aa4534b881805506,https://www.news.com.au/technology/environment/40-millions-lightning-strikes-detected-in-australia-in-november/news-story/0051e8d81c6b92a8aa4534b881805506,0,www.news.com.au,Weather: 40 millions lightning strikes detected in Australia in November,"A tropical cyclone could form over the weekend before making its way towards the Australian far northeast coast but won’t make direct impact, the Bureau of Meteorology has warned.",https://content.api.news/v3/images/bin/9266b1d7bc99fa5c05f324e8b2ca4a6a,2023-12-01T04:44:34Z,https://web.archive.org/web/20231201030610/https://www.news.com.au/technology/environment/40-millions-lightning-strikes-detected-in-australia-in-november/news-story/0051e8d81c6b92a8aa4534b881805506,"A tropical cyclone could form over the weekend before making its way towards the Australian far northeast coast but won’t make direct impact, the Bureau of Meteorology has warned.
The alert was issu… [+4082 chars]",,en,tropical cyclone Australia,Tropical Cyclone,aidr,Australia,NAU,Oceania
https://www.yanisvaroufakis.eu/2023/12/01/as-bombs-rain-down-gaza-again-it-is-no-longer-about-hamas-or-netanyahu-it-is-about-our-humanity-is-being-tested-video-message/,https://www.yanisvaroufakis.eu/2023/12/01/as-bombs-rain-down-gaza-again-it-is-no-longer-about-hamas-or-netanyahu-it-is-about-our-humanity-is-being-tested-video-message/,0,www.yanisvaroufakis.eu,"As bombs rain down Gaza again, it is no longer about Hamas or Netanyahu. It is about OUR humanity is being tested – video message","We are here because a genocide of Palestinians is happening in Gaza now, in tandem with Israel’s methodically opportunistic ethnic cleansing in East Jerusalem and the West Bank. We are here because our humanity is being tested – because future generations wil…",https://www.yanisvaroufakis.eu/wp-content/uploads/2023/12/Bombed-Gaza-scaled.jpeg,2023-12-01T07:06:25Z,https://web.archive.org/web/20231201070712/https://www.yanisvaroufakis.eu/2023/12/01/as-bombs-rain-down-gaza-again-it-is-no-longer-about-hamas-or-netanyahu-it-is-about-our-humanity-is-being-tested-video-message/,"A genocide of Palestinians is happening in Gaza now, in tandem with Israels methodically opportunistic ethnic cleansing in East Jerusalem and the West Bank. We are here because our humanity is being … [+6326 chars]",,en,Rain,Precipitation,wmo,Argentina,SES,South-America
https://phys.org/news/2023-12-hurricane-season-storms-california-nova.html,https://phys.org/news/2023-12-hurricane-season-storms-california-nova.html,0,phys.org,Hurricane season that saw storms from California to Nova Scotia ends Thursday,A busy hurricane season that saw the National Hurricane Center in Miami issue the first-ever tropical storm warning for the coast of California and hurricane warnings as far north as Nova Scotia is coming to a close Thursday night.,https://scx2.b-cdn.net/gfx/news/hires/2023/hurricane-season-that.jpg,2023-12-01T07:39:46Z,,"In this photo provided by the Florida Keys News Bureau, Jai Somers, left, holds hurricane warning flags aloft as they burn after being doused with rum by Paul Menta, right, to mark the end of the 202… [+5788 chars]",,en,National Hurricane Center,Tropical Cyclone,random,,,
https://www.globalsecurity.org/military/library/news/2023/11/mil-231130-unnews02.htm,https://www.globalsecurity.org/military/library/news/2023/11/mil-231130-unnews02.htm,0,www.globalsecurity.org,Needs rise as flooding spreads in Somalia,"Deadly torrential rains and floods have affected more than two million people in several areas of Somalia, with over 100 killed and 750,000 displaced from their homes, the authorities and humanitarian partners said on Thursday in the capital, Mogadishu.",,2023-12-01T08:09:43Z,https://web.archive.org/web/20231204105949/https://www.globalsecurity.org/military/library/news/2023/11/mil-231130-unnews02.htm,"30 November 2023 - Deadly torrential rains and floods have affected more than two million people in several areas of Somalia, with over 100 killed and 750,000 displaced from their homes, the authorit… [+2040 chars]",,en,Torrential Rain Somalia,Precipitation,relief,Somalia,NEAF,Africa
https://www.globalsecurity.org/military/library/news/2023/11/mil-231130-unocha01.htm,https://www.globalsecurity.org/military/library/news/2023/11/mil-231130-unocha01.htm,0,www.globalsecurity.org,Somalia in the midst of disaster as devastating rains and floods spread,"Six months after Somalia emerged from a historic drought that pushed the country to the brink of widespread famine, another climate shock has struck as heavy rains and floods batter several areas of the country.",,2023-12-01T08:09:49Z,https://web.archive.org/web/20231203014820/https://www.globalsecurity.org/military/library/news/2023/11/mil-231130-unocha01.htm,"UNOCHA - United Nations Office for the Coordination of Humanitarian Affairs
Mogadishu, 30 November 2023 -- Six months after Somalia emerged from a historic drought that pushed the country to the bri… [+3298 chars]",,en,Drought Somalia,Drought,relief,Somalia,NEAF,Africa
https://www.myscandinavianhome.com/2023/12/6-subtle-festive-ideas-to-steal-from.html,https://www.myscandinavianhome.com/2023/12/6-subtle-festive-ideas-to-steal-from.html,0,www.myscandinavianhome.com,6 Subtle Festive Ideas to Steal from Alexandra's Swedish Home,"Why, hello there! The big chill in Sweden continues and the Christmas lights look so pretty against the snow - even if it does make for trea...",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgTtJrVYwWtG1WkqAtWj2DSOOLIiHwqo1YTE-tWc0bfC_6lgVwxQl7QAmAfFZi_HF79YuM67WuwvlyHp5ltHcZPqcDJRbZzs3wKsgtYS9YeCt4_Un5ZRmpU9zf7xpakoqriXKo6R-iVvXaTSMQ-W1OLwiaSJwqNE09pndMEtxqvED1xWn8ILm6d-Z3GYgU/w1200-h630-p-k-no-nu/alexandra%20home-10.jpg,2023-12-01T10:06:00Z,,"Why, hello there! The big chill in Sweden continues and the Christmas lights look so pretty against the snow - even if it does make for treacherous cycling conditions (yes, Swedes cycle in the snow -… [+2405 chars]",,en,Snow Sweden,Snow&Ice,wmo,Sweden,NEU,Europe
