index,url,valid,domain,title,description,image,published,archive,content,quote,language,term,topic,feed,country
https://www.marketscreener.com/news/latest/Indonesia-s-Java-escapes-6-4-magnitude-quake-with-few-casualties-light-damage--44243179/,https://www.marketscreener.com/news/latest/Indonesia-s-Java-escapes-6-4-magnitude-quake-with-few-casualties-light-damage--44243179/,0,www.marketscreener.com,"Indonesia's Java escapes 6.4 magnitude quake with few casualties, light damage","(marketscreener.com) Jakarta -A magnitude 6.4 earthquake struck off the Indonesian island of Java on Friday evening, injuring at least 10 people, while one person died of suspected heart attack during the quake, the country's disaster mitigation agency said.h…",https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2023-07-01T03:03:49Z,https://web.archive.org/web/20230702002748/https://www.marketscreener.com/news/latest/Indonesia-s-Java-escapes-6-4-magnitude-quake-with-few-casualties-light-damage--44243179/,"Jakarta (Reuters) -A magnitude 6.4 earthquake struck off the Indonesian island of Java on Friday evening, injuring at least 10 people, while one person died of suspected heart attack during the quake… [+889 chars]",,en,Earthquake Indonesia,Earthquake,unknown,
https://finance.yahoo.com/news/nchez-visits-kyiv-day-spain-081042412.html,https://finance.yahoo.com/news/nchez-visits-kyiv-day-spain-081042412.html,0,finance.yahoo.com,Sánchez visits Kyiv on the day Spain starts EU presidency to underline bloc's support for Ukraine,Prime Minister Pedro Sánchez started Spain's six-month presidency of the European Union with a lightning visit to Kyiv on Saturday to underline the bloc’s...,https://s.yimg.com/ny/api/res/1.2/WhO6xSDjOjTt4DrqFcAiPA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap_finance_articles_694/81cf0449a1899541bedec552245a161c,2023-07-01T08:10:42Z,https://web.archive.org/web/20230701090518/https://finance.yahoo.com/news/nchez-visits-kyiv-day-spain-081042412.html,MADRID (AP) Prime Minister Pedro Sánchez started Spain's six-month presidency of the European Union with a lightning visit to Kyiv on Saturday to underline the blocs support of Ukraine in the face of… [+2886 chars],,en,lightning Ukraine,Thunderstorm,eswdList,Ukraine
https://www.independent.co.uk/news/world/americas/us-politics/pedro-sanchez-ap-spain-ukraine-russia-b2367696.html,https://www.independent.co.uk/news/world/americas/us-politics/pedro-sanchez-ap-spain-ukraine-russia-b2367696.html,0,www.independent.co.uk,Sánchez visits Kyiv on the day Spain starts EU presidency to underline bloc's support for Ukraine,Prime Minister Pedro Sánchez has started Spain’s six-month presidency of the European Union with a lightning visit to Kyiv to underline the bloc’s support of Ukraine in the face of the invasion by Russia,https://static.independent.co.uk/2023/07/01/09/Belgium_EU_Summit_37572.jpg?quality=75&width=1200&auto=webp,2023-07-01T08:10:43Z,https://web.archive.org/web/20230701102442/https://www.independent.co.uk/news/world/americas/us-politics/pedro-sanchez-ap-spain-ukraine-russia-b2367696.html,"Sign up for the daily Inside Washington email for exclusive US coverage and analysis sent to your inbox
Get our free Inside Washington email
Prime Minister Pedro Sánchez started Spain's six-month p… [+3017 chars]",,en,lightning Ukraine,Thunderstorm,eswdList,Ukraine
https://www.bmwblog.com/2023/07/01/bmw-z4-e86-nascar-v8-engine/,https://www.bmwblog.com/2023/07/01/bmw-z4-e86-nascar-v8-engine/,0,www.bmwblog.com,BMW Z4 E86 With NASCAR V8 Engine Is A Bonkers Project,BMW only put four- and six-cylinder engines in the first-generation Z4 Coupe but this E86 has had an unexpected heart transplant. Under that long hood rests a V8 with a massive 5.7-liter displacement and built...,https://cdn.bmwblog.com/wp-content/uploads/2023/07/BMW-Z4-M-E86-2-scaled.jpg,2023-07-01T09:37:30Z,,BMW only put four- and six-cylinder engines in the first-generation Z4 Coupe but this E86 has had an unexpected heart transplant. Under that long hood rests a V8 with a massive 5.7-liter displacement… [+1866 chars],,en,M 5.7 - ,Earthquake,unknown,
https://www.thestar.com.my/news/world/2023/07/01/indonesia039s-java-escapes-64-magnitude-quake-with-few-casualties-light-damage,https://www.thestar.com.my/news/world/2023/07/01/indonesia039s-java-escapes-64-magnitude-quake-with-few-casualties-light-damage,0,www.thestar.com.my,"Indonesia's Java escapes 6.4 magnitude quake with few casualties, light damage","Jakarta (Reuters) -A magnitude 6.4 earthquake struck off the Indonesian island of Java on Friday evening, injuring at least 10 people, while one person died of suspected heart attack during the quake, the country's disaster mitigation agency (BNPB) said. Read…",https://apicms.thestar.com.my/uploads/images/2023/07/01/2155045.jpg,2023-07-01T09:45:00Z,https://web.archive.org/web/20230701111657/https://www.thestar.com.my/news/world/2023/07/01/indonesia039s-java-escapes-64-magnitude-quake-with-few-casualties-light-damage,"Jakarta (Reuters) -A magnitude 6.4 earthquake struck off the Indonesian island of Java on Friday evening, injuring at least 10 people, while one person died of suspected heart attack during the quake… [+888 chars]",,en,Earthquake Java,Earthquake,usgsEarthquake,Indonesia
https://wgntv.com/news/nexstar-media-wire/what-is-a-flash-drought-an-earth-scientist-explains/,https://wgntv.com/news/nexstar-media-wire/what-is-a-flash-drought-an-earth-scientist-explains/,0,wgntv.com,What is a flash drought? An earth scientist explains,Many people are familiar with flash floods – torrents that develop quickly after heavy rainfall. But there’s also such a thing as a flash drought.,https://wgntv.com/wp-content/uploads/sites/5/2023/07/drought-e1687891014122.jpg?w=1280,2023-07-01T13:00:28Z,https://web.archive.org/web/20230705054200/https://wgntv.com/news/nexstar-media-wire/what-is-a-flash-drought-an-earth-scientist-explains/,"(The Conversation) – Many people are familiar with flash floods  torrents that develop quickly after heavy rainfall. But theres also such a thing as a flash drought, and these sudden, extreme dry spe… [+4179 chars]",,en,flash drought,Drought,randomTerm,
https://www.thedrive.com/the-war-zone/ukraine-situation-report-russian-sams-cant-stop-this-storm-shadow,https://www.thedrive.com/the-war-zone/ukraine-situation-report-russian-sams-cant-stop-this-storm-shadow,0,www.thedrive.com,Ukraine Situation Report: Russian SAMs Can't Stop This Storm Shadow,"Russian air defenses are having a tough time dealing with Storm Shadow cruise missiles, even at close range.",https://s.yimg.com/ny/api/res/1.2/k.gwllAfkx5sZrHpc0ZERg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/the_warzone_735/9185a2c4f906dc31cddc981ef0a10b10,2023-07-01T22:57:06Z,https://web.archive.org/web/20230702002510/https://www.thedrive.com/the-war-zone/ukraine-situation-report-russian-sams-cant-stop-this-storm-shadow,"Storm Shadow Ukraine strike SAM
A remarkable video shows Russian air defenses trying and failing to intercept a Ukrainian Storm Shadow cruise missile before it hits the ground close by.
Smoke trail… [+7713 chars]",,en,storm Ukraine,Storm,eswdList,Ukraine
https://www.jpost.com/breaking-news/article-748500,https://www.jpost.com/breaking-news/article-748500,0,www.jpost.com,Magnitude 5.7 earthquake strikes Tonga region - EMSC,"An earthquake of magnitude 5.7 struck Tonga region on Sunday, the European Mediterranean Seismological Centre","https://images.jpost.com/image/upload/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/534687",2023-07-02T03:11:07Z,https://web.archive.org/web/20230702032504/https://www.jpost.com//breaking-news/article-748500,"An earthquake of magnitude 5.7 struck Tonga region on Sunday, the European Mediterranean Seismological Centre (EMSC) said.
The quake struck at a depth of 31 km (19.26 miles), EMSC said.",,en,Earthquake Tonga,Tsunami,usgsEarthquake,
https://www.theguardian.com/environment/2023/jul/02/sriracha-hot-sauce-shortage-mexico-drought,https://www.theguardian.com/environment/2023/jul/02/sriracha-hot-sauce-shortage-mexico-drought,0,www.theguardian.com,Sriracha lovers feel the heat as hot sauce shortage continues,"Drought in Mexico and depleting water supply in the Colorado River has led to a scarcity in red jalapeños, the key ingredientSriracha lovers everywhere are feeling the not so pleasant sting of the beloved hot sauce shortage, now in its second year. Drought in…",https://i.guim.co.uk/img/media/9cc096f9c2081223ce54014a300ca9b9cf34bfc9/0_161_4032_2419/master/4032.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=a1e78133b5956badb84b16412a559fc4,2023-07-02T10:00:41Z,https://web.archive.org/web/20230702100626/https://www.theguardian.com/environment/2023/jul/02/sriracha-hot-sauce-shortage-mexico-drought,"Sriracha lovers everywhere are feeling the not so pleasant sting of the beloved hot sauce shortage, now in its second year. Drought in Mexico has resulted in a scarcity of chilli peppers in particula… [+2631 chars]",,en,Drought,Drought,unknown,
https://indianexpress.com/article/cities/mumbai/central-railway-removing-boulders-monkey-hill-thakurwadi-lonavala-karjat-section-8697448/,https://indianexpress.com/article/cities/mumbai/central-railway-removing-boulders-monkey-hill-thakurwadi-lonavala-karjat-section-8697448/,0,indianexpress.com,Central Railway removing boulders between Monkey Hill and Thakurwadi in Lonavala-Karjat section,"As per the CR official, the landslide had occurred from a height of 100 meters from the rail level and approximately 80-90 boulders and muck fell, which were trapped by Rockfall barriers.",https://images.indianexpress.com/2023/07/western-railway-boulders.jpeg,2023-07-02T11:20:21Z,https://web.archive.org/web/20230702115703/https://indianexpress.com/article/cities/mumbai/central-railway-removing-boulders-monkey-hill-thakurwadi-lonavala-karjat-section-8697448/,"The Central Railway (CR) Sunday started the process of removing boulders between Monkey Hill and Thakurwadi on the Lonavala-Karjat section, said a railway official. Heavy rainfall triggered a landsli… [+759 chars]",,en,landslide,Land Slide,randomTerm,
